Make,Model,sale ,Fuel Type,Transmission,Color,Owner_a,Seller Type,Engine_a,Max Power,Max Torque,Drivetrain,Price USD,Kilometer,Length_a,Width,Height,Seating Capacity,Fuel Tank Capacity,Year_a
BMW,5-Series 520d Luxury Line [2017-2019],7/3/2021,Diesel,Automatic,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,57600.00,31000,4936,1868,1479,5,17.16,2019
Toyota,Innova 2.4 VX 8 STR [2016-2020],12/7/2020,Diesel,Manual,Silver,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,23988.00,71063,4735,1830,1795,8,14.52,2019
Ford,Ecosport Ambiente 1.5L Ti-VCT,8/11/2020,Gasolina,Manual,White,First,Individual,1499 cc,110 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,5700.00,69001,3999,1765,1708,5,13.728,2016
Hyundai,Verna Fluidic 1.6 CRDi SX,4/13/2020,Diesel,Manual,Silver,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4980.00,62000,4370,1700,1475,5,11.352,2014
Mahindra,Thar LX 4-STR Hard Top Petrol MT,7/27/2023,Gasolina,Manual,Red,Second,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,18000.00,8000,3985,1820,1844,4,15.048,2021
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],10/26/2023,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,11700.00,58000,3995,1790,1640,5,12.672,2019
Maruti Suzuki,Alto VXi [2014-2019],3/18/2022,Gasolina,Manual,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,4440.00,64000,3545,1490,1475,5,9.24,2015
Jaguar,XJ 3.0 V6 Portfolio,6/28/2023,Diesel,Automatic,White,First,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,37800.00,66500,5252,1899,1457,5,21.912,2014
Mahindra,XUV500 W9 [2018-2020],3/5/2022,Diesel,Manual,Grey,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,13380.00,58590,4585,1890,1785,7,18.48,2018
Hyundai,i20 Magna 1.2,3/4/2022,Gasolina,Manual,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3600.00,40000,3995,1710,1505,5,11.88,2014
Skoda,Superb Sportline AT,12/19/2021,Gasolina,Automatic,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,39900.00,13092,4869,1864,1469,5,17.424,2021
Audi,A4 35 TDI Premium,10/25/2021,Diesel,Automatic,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,23400.00,57057,4701,1826,1427,5,16.632,2016
Maruti Suzuki,Swift DZire VDI,12/4/2021,Diesel,Manual,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,6000.00,90000,3995,1695,1555,5,11.088,2015
Hyundai,i20 Active 1.2 SX,11/8/2021,Gasolina,Manual,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,7140.00,45000,3995,1760,1555,5,11.88,2015
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],10/25/2021,Gasolina,Automatic,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,5820.00,44000,3715,1635,1565,5,9.24,2018
Mahindra,Thar LX 4-STR Convertible Diesel MT,11/5/2021,Diesel,Manual,Silver,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,20400.00,17000,3985,1820,1855,4,15.048,2021
Maruti Suzuki,Wagon R VXi 1.2,11/8/2021,Gasolina,Manual,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,6948.00,50860,3655,1620,1675,5,8.448,2019
Ford,Endeavour Titanium 2.0 4x2 AT,3/4/2022,Diesel,Automatic,Black,First,Individual,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD,45600.00,20000,4903,1869,1837,7,21.12,2020
Toyota,Fortuner 2.8 4x2 AT [2016-2020],6/14/2022,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,39480.00,51000,4795,1855,1835,7,21.12,2018
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3/4/2022,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,51000.00,24000,4686,1810,1442,5,17.424,2018
Maruti Suzuki,Baleno Delta 1.2,9/7/2021,Gasolina,Manual,Grey,First,Corporate,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,6420.00,34908,3995,1745,1500,5,9.768,2017
Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],4/30/2021,Diesel,Automatic,White,First,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,9300.00,67000,4315,1822,1695,5,13.2,2017
Maruti Suzuki,Celerio VXi AMT,3/4/2022,Gasolina,Automatic,Silver,Second,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,4140.00,19000,3600,1600,1560,5,9.24,2014
Skoda,Octavia RS,9/18/2023,Gasolina,Automatic,Red,First,Corporate,1984 cc,227 bhp @ 5500 rpm,350 Nm @ 1250 rpm,FWD,40800.00,30600,4689,1814,1496,5,13.2,2019
BMW,5-Series 520d Luxury Line [2017-2019],12/4/2021,Diesel,Automatic,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,54000.00,49500,4936,1868,1479,5,17.16,2018
Honda,Jazz V Petrol,3/5/2022,Gasolina,Manual,Grey,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,6300.00,18800,3955,1694,1544,5,10.56,2016
Hyundai,Elite i20 Asta 1.2 [2016-2017],8/22/2021,Gasolina,Manual,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,7800.00,100000,3985,1734,1505,5,11.88,2016
Hyundai,Creta 1.6 SX Plus AT Petrol,9/18/2023,Gasolina,Automatic,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,12888.00,50050,4270,1780,1630,5,15.84,2017
Hyundai,Creta 1.6 SX,7/27/2023,Diesel,Manual,Black,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,21000.00,14000,4270,1780,1630,5,15.84,2021
Nissan,Terrano XL D Plus,7/3/2021,Diesel,Manual,Grey,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,7080.00,55000,4331,1822,1671,5,13.2,2014
Ford,Mustang GT Fastback 5.0L v8,3/8/2020,Gasolina,Automatic,Yellow,First,Individual,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,RWD,95880.00,23000,4784,2080,1391,4,16.0776,2018
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],4/28/2021,Diesel,Manual,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,20700.00,35000,4300,1790,1635,5,13.2,2020
Maruti Suzuki,Celerio ZXi AMT [2019-2020],3/10/2020,Gasolina,Automatic,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,7560.00,20734,3695,1600,1560,5,9.24,2019
Mercedes-Benz,CLS 300d [2018-2019],10/22/2019,Diesel,Automatic,White,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,83700.00,15200,4988,1890,1435,5,17.424,2020
Honda,Amaze 1.5 S i-DTEC,8/3/2020,Diesel,Manual,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,5100.00,75000,3990,1680,1505,5,9.24,2014
Toyota,Innova 2.8 GX AT 8 STR [2016-2020],2/8/2020,Diesel,Automatic,White,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,26352.00,42794,4735,1830,1795,8,14.52,2019
Mercedes-Benz,V-Class Elite LWB,9/10/2019,Diesel,Automatic,Silver,First,Corporate,1950 cc,161 bhp @ 4200 rpm,380 Nm @ 1200 rpm,RWD,75600.00,40000,5140,1928,1901,6,15.048,2020
Audi,A3 35 TDI Premium Plus + Sunroof,9/4/2019,Diesel,Automatic,Red,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,35400.00,17300,4456,1796,1416,5,13.2,2018
Mahindra,Scorpio S6 Plus Intelli-Hybrid,11/11/2019,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,11820.00,68000,4456,1820,1995,8,15.84,2017
Hyundai,Venue S 1.0 AT Petrol [2019-2020],3/4/2020,Gasolina,Automatic,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,9000.00,43600,3995,1770,1605,5,11.88,2019
Maruti Suzuki,Wagon R VXi (O),8/11/2020,Gasolina,Manual,White,First,Individual,998 cc,67.7 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,5400.00,43000,3636,1475,1670,5,9.24,2018
Maruti Suzuki,Vitara Brezza VXi,12/4/2022,Gasolina,Manual,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,10188.00,17283,3995,1790,1640,5,12.672,2021
Maruti Suzuki,Swift DZire VXI,11/8/2021,Gasolina,Manual,Blue,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,5160.00,59000,3995,1695,1555,5,11.088,2014
Maruti Suzuki,Ertiga VDI SHVS,10/25/2021,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,8880.00,88000,4296,1695,1685,7,11.88,2017
Mercedes-Benz,CLA 200 Petrol Sport,11/5/2021,Gasolina,Automatic,White,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,23700.00,19000,4630,1777,1432,5,0,2015
BMW,X7 xDrive40i M Sport,11/8/2021,Gasolina,Automatic,White,First,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,150000.00,9500,5151,2000,1805,6,21.912,2021
Hyundai,Creta SX 1.6 AT Petrol,3/4/2022,Gasolina,Automatic,Grey,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,15120.00,36000,4270,1780,1665,5,14.52,2018
Renault,Kwid RXT [2015-2019],6/14/2022,Gasolina,Manual,White,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3000.00,32000,3679,1579,1478,5,7.392,2017
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,3/4/2022,Gasolina,Automatic,Grey,First,Individual,1591 cc,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,11700.00,53300,4440,1729,1475,5,11.88,2018
Audi,A4 Premium Plus 40 TFSI,9/7/2021,Gasolina,Automatic,Black,UnRegistered Car,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,49812.00,1,4762,1847,1433,5,14.256,2022
BMW,X1 sDrive20d,10/22/2019,Diesel,Automatic,Blue,Second,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,39000.00,32005,4454,1798,1545,5,16.104,2020
Ford,Endeavour Titanium 3.2 4x4 AT,12/31/2019,Diesel,Automatic,White,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,41400.00,35000,4892,1860,1837,7,21.12,2018
BMW,X3 xDrive30i M Sport,7/27/2023,Gasolina,Automatic,Blue,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,AWD,80160.00,18223,4708,1891,1676,5,15.84,2022
Mahindra,TUV300 T8,11/8/2021,Diesel,Manual,White,Second,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,7200.00,92000,3995,1835,1839,7,15.84,2016
Hyundai,Elantra 2.0 SX (O) AT,10/25/2021,Gasolina,Automatic,Silver,Second,Individual,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,17580.00,22000,4570,1800,1465,5,13.2,2019
Hyundai,Verna Fluidic 1.6 VTVT SX,11/5/2021,Gasolina,Manual,Silver,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,5700.00,62000,4370,1700,1475,5,11.352,2014
Renault,Kiger RXZ AMT,11/8/2021,Gasolina,Automatic,White,Second,Individual,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,12000.00,4000,3991,1750,1605,5,10.56,2022
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],3/4/2022,Diesel,Automatic,White,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,22200.00,72000,4735,1830,1795,7,14.52,2016
Maruti Suzuki,Ciaz ZXI+,6/14/2022,Gasolina,Manual,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,6840.00,60798,4490,1730,1485,5,11.352,2015
Hyundai,Verna 1.6 VTVT SX AT,3/4/2022,Gasolina,Automatic,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,9240.00,20000,4375,1700,1475,5,11.352,2016
Honda,City V CVT Petrol [2017-2019],9/7/2021,Gasolina,Automatic,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,12480.00,18000,4440,1695,1495,5,10.56,2019
Mahindra,Scorpio SLE BS-IV,1/27/2019,Diesel,Manual,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,8100.00,78000,4430,1817,1975,8,15.84,2014
Maruti Suzuki,Swift DZire VXI,4/26/2021,Gasolina,Manual,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,5400.00,52000,3995,1695,1555,5,11.088,2014
Maruti Suzuki,Swift ZXi,1/14/2023,Gasolina,Manual,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,9600.00,10000,3845,1735,1530,5,9.768,2022
Tata,Safari 2.2 VX 4x2 Varicor400,9/2/2021,Diesel,Manual,Green,First,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,26400.00,32000,4655,1965,1922,7,16.632,2021
Mahindra,XUV500 W10,12/7/2022,Diesel,Manual,Silver,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,12900.00,138000,4585,1890,1785,7,18.48,2015
Maruti Suzuki,DZire LDi,3/11/2022,Diesel,Manual,White,Third,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,6720.00,84500,3995,1735,1515,5,9.768,2018
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],4/26/2021,Gasolina,Manual,Grey,Second,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,5400.00,47000,3765,1660,1520,5,11.352,2016
Volvo,S90 Momentum D4 [2018-2020],3/1/2019,Diesel,Automatic,White,First,Individual,1969 cc,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,50100.00,20000,4963,1879,1443,5,14.52,2018
MINI,Cooper JCW Hatchback,8/24/2023,Gasolina,Automatic,Yellow,UnRegistered Car,Individual,1998 cc,228 bhp @ 5200 rpm,320 Nm @ 1450 rpm,FWD,62400.00,0,3850,1727,1414,4,11.616,2022
Hyundai,Verna EX 1.6 CRDi [2017-2018],2/3/2019,Diesel,Manual,Red,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,9720.00,73000,4440,1729,1475,5,11.88,2018
Honda,Jazz S AT [2015-2016],6/21/2022,Gasolina,Automatic,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,6240.00,42000,3955,1694,1544,5,10.56,2015
Mercedes-Benz,GLE 300d 4MATIC LWB,6/8/2022,Diesel,Automatic,Black,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,106800.00,9000,4924,2157,1772,5,24.552,2021
Porsche,Panamera 3.0 Diesel,4/30/2021,Diesel,Automatic,White,First,Individual,,,,,67080.00,33000,,,,,0,2015
Maruti Suzuki,Swift VDi,4/28/2023,Diesel,Manual,Blue,Third,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,5100.00,36528,3850,1695,1530,5,11.088,2015
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],11/11/2021,Gasolina,Automatic,White,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,22680.00,17000,4655,1835,1760,5,15.84,2021
Volvo,XC60 Inscription,10/26/2019,Diesel,Automatic,White,First,Individual,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,23400.00,79000,4644,1891,1713,5,18.48,2016
BMW,X3 xDrive-20d xLine,6/24/2021,Diesel,Automatic,Blue,First,Corporate,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,63600.00,15087,4657,1881,1678,5,17.688,2019
Mahindra,Scorpio S2,9/15/2022,Diesel,Manual,Blue,First,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,11400.00,41000,4456,1820,1930,8,15.84,2018
Volvo,XC90 D5 Inscription,8/8/2023,Diesel,Automatic,White,First,Individual,1969 cc,232 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD,102000.00,32500,4953,2008,1776,7,18.744,2021
Audi,A6 35 TDI Matrix,5/12/2021,Diesel,Automatic,White,Second,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,23700.00,61000,4933,1874,1455,5,19.8,2015
Mercedes-Benz,GLE 250 d,1/18/2018,Diesel,Automatic,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,50400.00,85000,4819,2141,1796,5,24.552,2017
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],1/21/2020,Diesel,Automatic,Black,Second,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,42000.00,55000,4686,1810,1442,5,17.424,2019
Renault,Kwid CLIMBER 1.0 [2017-2019],10/6/2022,Gasolina,Manual,Grey,UnRegistered Car,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,4500.00,45000,3679,1579,1478,5,7.392,2017
Mercedes-Benz,GLA 200 d Sport,8/4/2018,Diesel,Automatic,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,21900.00,58000,4424,1804,1494,5,13.2,2016
Mahindra,Thar LX 4-STR Hard Top Petrol AT,4/20/2023,Gasolina,Automatic,Black,First,Individual,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,20520.00,4400,3985,1820,1844,4,15.048,2021
Maruti Suzuki,Celerio VXi AMT,9/11/2021,Gasolina,Automatic,Red,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,4500.00,35000,3600,1600,1560,5,9.24,2014
Maruti Suzuki,Alto 800 Vxi,6/16/2018,Gasolina,Manual,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3420.00,22346,3395,1490,1475,5,9.24,2016
Mahindra,Thar AX 6-STR Soft Top Petrol MT,1/26/2022,Gasolina,Manual,Red,Second,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,22200.00,23280,3985,1820,1920,6,15.048,2021
Mitsubishi,Pajero 2.5 AT,5/27/2021,Diesel,Automatic,Grey,First,Individual,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,17700.00,82000,4695,1815,1840,7,18.48,2016
Toyota,Fortuner 3.0 4x2 AT,3/19/2022,Diesel,Automatic,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,21600.00,86000,4705,1840,1850,7,21.12,2015
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],7/1/2021,Gasolina,Manual,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,4788.00,38000,3765,1660,1520,5,11.352,2018
Hyundai,Creta 1.6 SX Plus Special Edition,4/30/2021,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,10680.00,138314,4270,1780,1630,5,15.84,2015
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,3/4/2022,Gasolina,Automatic,Blue,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,15900.00,9900,4370,1700,1475,5,11.352,2021
Mercedes-Benz,C-Class 220 CDI AT,9/18/2023,Diesel,Automatic,White,UnRegistered Car,Individual,2148 cc,170@3700,410@2000,RWD,63600.00,12500,4596,1770,1447,5,17.424,2022
Mercedes-Benz,E-Class E 220d Expression [2019-2019],12/4/2021,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,57300.00,51529,5063,1860,1494,5,21.12,2018
Maruti Suzuki,Celerio VXi (O) [2019-2020],3/5/2022,Gasolina,Manual,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,6120.00,48000,3695,1600,1560,5,9.24,2019
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],8/22/2021,Diesel,Manual,Black,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,17400.00,90000,4395,1818,1640,5,15.84,2018
Maruti Suzuki,S-Cross Delta 1.6,9/18/2023,Diesel,Manual,Grey,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,7680.00,63000,4300,1765,1590,5,12.672,2017
Maruti Suzuki,Celerio LDi [2015-2017],7/27/2023,Diesel,Manual,Silver,First,Individual,793 cc,46 bhp @ 3500 rpm,125 Nm @ 2000 rpm,FWD,3588.00,65822,3600,1600,1560,5,9.24,2017
Porsche,Cayenne Base,7/3/2021,Gasolina,Automatic,Blue,UnRegistered Car,Individual,2995 cc,335 bhp @ 5300 rpm,450 Nm @ 1340 rpm,AWD,178800.00,7534,4918,1983,1696,5,19.8,2021
Toyota,Innova 2.4 VX 7 STR [2016-2020],9/18/2023,Diesel,Manual,White,Second,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,17052.00,75000,4735,1830,1795,7,14.52,2017
Honda,Jazz V AT Petrol,11/9/2023,Gasolina,Automatic,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,7140.00,99000,3955,1694,1544,5,10.56,2017
Mahindra,XUV500 W8 AWD,3/18/2020,Diesel,Manual,Silver,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD,11700.00,78000,4585,1890,1785,7,18.48,2017
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],9/30/2021,Gasolina,Manual,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,9900.00,44000,4490,1730,1485,5,11.352,2019
Tata,Hexa XT 4x2 6 STR,12/4/2021,Diesel,Manual,Blue,Second,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,12600.00,88757,4788,1903,1791,6,15.84,2017
Audi,Q3 30 TDI Premium FWD,3/8/2022,Diesel,Automatic,Blue,Second,Individual,1968 cc,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,FWD,23640.00,85000,4385,1831,1608,5,16.896,2017
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],9/10/2019,Diesel,Automatic,Blue,First,Corporate,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,49200.00,12136,4526,1800,1420,5,13.2,2020
Maruti Suzuki,Alto VXI,9/4/2019,Gasolina,Manual,White,First,Individual,,,,,4620.00,2200,,,,,0,2019
Audi,A4 35 TDI Premium Sunroof,11/11/2019,Diesel,Automatic,Silver,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,18300.00,49000,4701,1826,1427,5,16.632,2015
Mercedes-Benz,A-Class Sedan 200,7/27/2023,Gasolina,Automatic,White,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,49800.00,6000,4549,1796,1446,5,11.352,2021
Maruti Suzuki,Vitara Brezza ZDi Plus,3/18/2019,Diesel,Manual,Gold,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,8700.00,64000,3995,1790,1640,5,12.672,2017
Maruti Suzuki,Baleno Delta 1.2,10/25/2021,Gasolina,Manual,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,7800.00,32000,3995,1745,1500,5,9.768,2018
Maruti Suzuki,Swift Lxi (O) [2014-2017],11/5/2021,Gasolina,Manual,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,6840.00,13000,3850,1695,1530,5,11.088,2019
Mahindra,Scorpio S5 2WD 7 STR,11/8/2021,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,14640.00,35000,4456,1820,1995,7,15.84,2020
Mahindra,XUV500 W4 1.99,3/4/2022,Diesel,Manual,Silver,First,Individual,1997 cc,138 bhp @ 3750 rpm,320 Nm @ 1600 rpm,FWD,9600.00,112000,4585,1890,1785,7,18.48,2017
Maruti Suzuki,Baleno Zeta 1.2 AT,6/14/2022,Gasolina,Automatic,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,7920.00,40000,3995,1745,1500,5,9.768,2017
Honda,WR-V VX MT Petrol,3/4/2022,Gasolina,Manual,Gold,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,6900.00,53580,3999,1734,1601,5,10.56,2017
Honda,City V Petrol,9/7/2021,Gasolina,Manual,White,First,Individual,1497 cc,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,11400.00,22000,4440,1695,1495,5,10.56,2019
Renault,Kwid RXT [2015-2019],11/2/2019,Gasolina,Manual,Bronze,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,5028.00,23700,3679,1579,1478,5,7.392,2017
Maruti Suzuki,Swift DZire VXI AT,9/7/2019,Gasolina,Automatic,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,9000.00,48069,3995,1695,1555,5,11.088,2017
